Fichier Localisé Social et Fiscal (FiLoSoFi) - Année 2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;
France métropolitaine, Martinique et La Réunion - Communes;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mise en ligne le 19/06/2018       Géographie au 01/01/2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;
©Insee       Source(s) : Insee-DGFIP-Cnaf-Cnav-CCMSA, Fichier localisé social et fiscal.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Code géographique;Libellé géographique;Nombre de ménages fiscaux;Nombre de personnes dans les ménages fiscaux;Médiane du niveau vie (€);Part des ménages fiscaux imposés (%);Taux de pauvreté-Ensemble (%);Taux de pauvreté-moins de 30 ans (%);Taux de pauvreté-30 à 39 ans  (%);Taux de pauvreté-40 à 49 ans (%);Taux de pauvreté-50 à 59 ans (%);Taux de pauvreté-60 à 74 ans (%);Taux de pauvreté-75 ans ou plus (%);Taux de pauvreté-propriétaires (%);Taux de pauvreté-locataires (%);Part des revenus d'activité (%);dont part des salaires et traitements hors chômage (%);dont part des indemnités de chômage (%);dont part des revenus des activités non salariées (%);Part des pensions, retraites et rentes (%);Part des revenus du patrimoine et autres revenus (%);Part de l'ensemble des prestations sociales (%);dont part des prestations familiales (%);dont part des minima sociaux (%);dont part des prestations logement (%);Part des impôts (%);1er décile du niveau de vie (€);9e décile du niveau de vie (€);Rapport interdécile 9e décile/1er décile
CODGEO;LIBGEO;NBMENFISC15;NBPERSMENFISC15;MED15;PIMP15;TP6015;TP60AGE115;TP60AGE215;TP60AGE315;TP60AGE415;TP60AGE515;TP60AGE615;TP60TOL115;TP60TOL215;PACT15;PTSA15;PCHO15;PBEN15;PPEN15;PPAT15;PPSOC15;PPFAM15;PPMINI15;PPLOGT15;PIMPOT15;D115;D915;RD15
01185;Hauteville-Lompnes;1509,0;2947,0;20706,0;55,6;11,3;;;;;;;;19,0;64,2;57,1;2,5;4,6;36,1;9,6;5,0;1,6;1,9;1,6;-14,9;12109,5;34636,0;2,9
01186;Hostiaz;;;;;;;;;;;;;;;;;;;;;;;;;;;
01187;Haut Valromey;299,0;666,5;21037,3;;;;;;;;;;;;;;;;;;;;;;;;
01188;Illiat;230,0;656,5;22048,3;;;;;;;;;;;;;;;;;;;;;;;;
01189;Injoux-Génissiat;431,0;1083,0;25771,3;;;;;;;;;;;;;;;;;;;;;;;;
01190;Innimond;;;;;;;;;;;;;;;;;;;;;;;;;;;
01191;Izenave;71,0;183,5;18521,0;;;;;;;;;;;;;;;;;;;;;;;;
01192;Izernore;907,0;2274,5;21632,0;61,9;;;;;;;;;;81,6;75,2;3,4;3,0;20,9;9,1;4,2;2,3;0,7;1,2;-15,8;13065,6;33376,6;2,6
01193;Izieu;97,0;217,5;21047,2;;;;;;;;;;;;;;;;;;;;;;;;
01194;Jassans-Riottier;2536,0;6102,0;21376,3;56,7;10,6;;;13,6;;;;;21,4;73,4;66,5;3,4;3,5;28,9;8,7;4,6;2,3;1,0;1,3;-15,6;12072,0;34917,0;2,9
01195;Jasseron;643,0;1657,5;23461,3;;;;;;;;;;;;;;;;;;;;;;;;
01196;Jayat;436,0;1153,5;20803,3;;;;;;;;;;;;;;;;;;;;;;;;
01197;Journans;152,0;363,5;25628,5;;;;;;;;;;;;;;;;;;;;;;;;
01198;Joyeux;98,0;256,0;22493,0;;;;;;;;;;;;;;;;;;;;;;;;
01199;Jujurieux;875,0;2028,0;20472,5;53,3;10,9;;;;;;;;;74,0;67,4;3,1;3,6;27,3;8,0;4,8;2,6;1,0;1,2;-14,1;12082,1;34048,1;2,8
01200;Labalme;76,0;198,5;20399,4;;;;;;;;;;;;;;;;;;;;;;;;
01202;Lagnieu;3071,0;7097,5;21265,4;57,1;9,9;;;13,5;;;;5,0;18,4;72,7;65,3;3,3;4,1;28,7;9,2;4,8;2,4;1,1;1,3;-15,4;12361,3;34981,0;2,8
01203;Laiz;473,0;1252,5;21795,7;;;;;;;;;;;;;;;;;;;;;;;;
01204;Le Poizat-Lalleyriat;275,0;686,5;23091,2;;;;;;;;;;;;;;;;;;;;;;;;
01205;Lancrans;411,0;992,0;23904,0;;;;;;;;;;;;;;;;;;;;;;;;
01206;Lantenay;107,0;265,0;23039,0;;;;;;;;;;;;;;;;;;;;;;;;
01207;Lapeyrouse;114,0;337,0;24986,0;;;;;;;;;;;;;;;;;;;;;;;;
01208;Lavours;64,0;132,0;20777,0;;;;;;;;;;;;;;;;;;;;;;;;
01209;Léaz;251,0;665,5;28292,2;;;;;;;;;;;;;;;;;;;;;;;;
01210;Lélex;90,0;184,0;22344,7;;;;;;;;;;;;;;;;;;;;;;;;
01211;Lent;582,0;1383,5;21870,4;;;;;;;;;;;;;;;;;;;;;;;;
01212;Lescheroux;290,0;723,5;19571,0;;;;;;;;;;;;;;;;;;;;;;;;
01213;Leyment;483,0;1330,5;21758,6;;;;;;;;;;;;;;;;;;;;;;;;
01214;Leyssard;67,0;148,5;20567,8;;;;;;;;;;;;;;;;;;;;;;;;
01215;Lhôpital;;;;;;;;;;;;;;;;;;;;;;;;;;;
01216;Lhuis;352,0;808,0;20561,0;;;;;;;;;;;;;;;;;;;;;;;;
01218;Lochieu;;;;;;;;;;;;;;;;;;;;;;;;;;;
01219;Lompnas;70,0;159,5;15523,8;;;;;;;;;;;;;;;;;;;;;;;;
01221;Lompnieu;59,0;117,0;22350,3;;;;;;;;;;;;;;;;;;;;;;;;
01224;Loyettes;1199,0;3209,0;20832,5;56,4;8,1;;;;;;;;;81,1;75,3;3,2;2,6;21,8;7,0;4,9;3,3;0,7;0,8;-14,8;12779,2;31640,5;2,5
01225;Lurcy;151,0;402,5;25190,4;;;;;;;;;;;;;;;;;;;;;;;;
01227;Magnieu;193,0;482,0;21902,0;;;;;;;;;;;;;;;;;;;;;;;;
01228;Maillat;253,0;634,5;22256,1;;;;;;;;;;;;;;;;;;;;;;;;
01229;Malafretaz;476,0;1172,5;20712,0;;;;;;;;;;;;;;;;;;;;;;;;
01230;Mantenay-Montlin;129,0;304,5;18851,3;;;;;;;;;;;;;;;;;;;;;;;;
01231;Manziat;808,0;2056,5;22107,6;61,4;;;;;;;;;;72,4;64,8;1,7;5,9;26,9;13,3;3,2;2,3;0,3;0,6;-15,8;14082,0;33742,0;2,4
01232;Marboz;927,0;2179,0;20936,3;57,0;;;;;;;;;;68,4;61,5;2,1;4,7;32,2;10,6;3,9;2,2;1,0;0,8;-15,1;13392,0;34141,0;2,5
01233;Marchamp;63,0;143,0;22504,3;;;;;;;;;;;;;;;;;;;;;;;;
01234;Marignieu;70,0;161,0;21545,5;;;;;;;;;;;;;;;;;;;;;;;;
01235;Marlieux;410,0;1047,5;21106,8;;;;;;;;;;;;;;;;;;;;;;;;
01236;Marsonnas;396,0;1013,0;20820,7;;;;;;;;;;;;;;;;;;;;;;;;
01237;Martignat;617,0;1694,0;20295,5;;;;;;;;;;;;;;;;;;;;;;;;
01238;Massieux;940,0;2600,5;25264,8;72,8;;;;;;;;;;80,6;73,3;3,0;4,3;24,5;9,7;2,5;1,8;0,3;0,4;-17,3;16044,0;40139,3;2,5
01239;Massignieu-de-Rives;257,0;642,0;22894,3;;;;;;;;;;;;;;;;;;;;;;;;
01240;Matafelon-Granges;271,0;662,0;21086,3;;;;;;;;;;;;;;;;;;;;;;;;
01241;Meillonnas;515,0;1235,5;23727,2;;;;;;;;;;;;;;;;;;;;;;;;
01242;Mérignat;50,0;123,0;18464,7;;;;;;;;;;;;;;;;;;;;;;;;
01243;Messimy-sur-Saône;473,0;1271,0;24356,4;;;;;;;;;;;;;;;;;;;;;;;;
01244;Meximieux;3149,0;7604,5;21953,0;58,8;11,0;;;14,2;;;;;20,7;80,6;74,9;3,1;2,6;22,3;7,7;5,1;2,5;1,2;1,3;-15,7;12076,8;36930,4;3,1
01245;Bohas-Meyriat-Rignat;375,0;907,0;22466,2;;;;;;;;;;;;;;;;;;;;;;;;
01246;Mézériat;867,0;2116,5;20881,0;55,4;11,7;;;;;;;;;68,4;61,1;2,8;4,6;30,4;10,9;5,0;2,8;1,1;1,1;-14,7;12050,0;33205,3;2,8
01247;Mijoux;139,0;319,0;27823,0;;;;;;;;;;;;;;;;;;;;;;;;
01248;Mionnay;818,0;2289,0;25611,6;73,9;;;;;;;;;;87,9;80,2;2,3;5,3;18,7;9,3;2,2;1,5;0,2;0,4;-18,1;15315,2;42193,6;2,8
01249;Miribel;3742,0;9174,0;23469,3;64,6;8,9;;;11,9;;;;;18,6;77,9;71,7;2,7;3,6;23,9;11,6;3,8;2,0;0,8;0,9;-17,2;12768,1;39447,1;3,1
01250;Misérieux;662,0;1876,5;24620,0;;;;;;;;;;;;;;;;;;;;;;;;
01252;Mogneneins;298,0;785,0;22274,2;;;;;;;;;;;;;;;;;;;;;;;;
01254;Montagnat;778,0;2076,0;25441,3;74,1;;;;;;;;;;79,0;71,1;2,0;5,9;25,1;12,6;2,5;1,8;0,3;0,4;-19,2;15946,5;44637,5;2,8
01255;Montagnieu;256,0;603,5;20575,3;;;;;;;;;;;;;;;;;;;;;;;;
01257;Montanges;129,0;322,0;24427,3;;;;;;;;;;;;;;;;;;;;;;;;
01258;Montceaux;432,0;1220,5;23547,6;;;;;;;;;;;;;;;;;;;;;;;;
01259;Montcet;239,0;691,5;22508,3;;;;;;;;;;;;;;;;;;;;;;;;
01260;Le Montellier;101,0;283,5;23584,2;;;;;;;;;;;;;;;;;;;;;;;;
01261;Monthieux;236,0;663,0;24410,5;;;;;;;;;;;;;;;;;;;;;;;;
01262;Montluel;2820,0;6984,0;20601,7;56,6;13,0;;;13,7;;;;;24,2;78,3;71,7;3,5;3,1;22,9;8,9;5,7;2,9;1,4;1,5;-15,8;11400,7;36415,3;3,2
01263;Montmerle-sur-Saône;1546,0;3834,0;22735,3;63,8;6,4;;;;;;;;;74,1;67,8;2,3;3,9;28,1;11,5;3,6;2,2;0,7;0,7;-17,3;13736,0;38245,6;2,8
01264;Montracol;391,0;1027,0;21059,3;;;;;;;;;;;;;;;;;;;;;;;;
01265;Montréal-la-Cluse;1438,0;3436,0;18553,5;49,7;17,1;;;;;;;;26,0;73,2;67,1;4,0;2,1;25,4;8,6;6,5;3,0;1,7;1,9;-13,7;10783,3;32001,0;3,0
01266;Montrevel-en-Bresse;1081,0;2303,0;20482,7;54,5;9,9;;;;;;;;;61,9;56,5;2,3;3,0;37,3;10,9;4,4;2,1;1,1;1,2;-14,5;12604,0;32088,1;2,5
01267;Nurieux-Volognat;399,0;1042,5;21453,3;;;;;;;;;;;;;;;;;;;;;;;;
01268;Murs-et-Gélignieux;102,0;262,0;21040,4;;;;;;;;;;;;;;;;;;;;;;;;
01269;Nantua;1415,0;3238,5;16568,1;42,6;28,7;;38,0;31,3;;;;;38,9;67,1;58,6;4,4;4,0;26,9;11,7;8,5;3,4;2,4;2,7;-14,2;8957,6;30512,6;3,4
01272;Neuville-les-Dames;648,0;1493,5;20578,3;;;;;;;;;;;;;;;;;;;;;;;;
01273;Neuville-sur-Ain;677,0;1714,0;20509,0;;;;;;;;;;;;;;;;;;;;;;;;
01274;Les Neyrolles;241,0;647,5;18037,0;;;;;;;;;;;;;;;;;;;;;;;;
01275;Neyron;978,0;2520,5;27401,9;74,1;;;;;;;;;;80,0;69,3;2,4;8,3;22,1;19,2;2,0;1,2;0,3;0,4;-23,3;15257,0;54189,3;3,6
01276;Niévroz;538,0;1573,0;23667,0;;;;;;;;;;;;;;;;;;;;;;;;
01277;Nivollet-Montgriffon;55,0;120,0;21970,0;;;;;;;;;;;;;;;;;;;;;;;;
01279;Oncieu;;;;;;;;;;;;;;;;;;;;;;;;;;;
01280;Ordonnaz;70,0;147,0;19743,8;;;;;;;;;;;;;;;;;;;;;;;;
01281;Ornex;1349,0;3451,5;33594,7;51,4;15,1;;;;;;;12,6;19,3;89,1;83,2;3,3;2,6;17,7;8,4;1,6;0,6;0,5;0,5;-16,8;8923,0;75266,0;8,4
01282;Outriaz;104,0;275,0;22147,8;;;;;;;;;;;;;;;;;;;;;;;;
01283;Oyonnax;9247,0;22685,5;16675,4;44,0;24,7;30,5;31,4;30,2;20,9;19,5;;8,6;35,3;67,7;60,1;4,8;2,8;28,3;9,5;8,8;3,7;2,4;2,6;-14,3;9356,9;30035,3;3,2
01284;Ozan;248,0;652,0;19571,2;;;;;;;;;;;;;;;;;;;;;;;;
01285;Parcieux;422,0;1155,5;26151,3;;;;;;;;;;;;;;;;;;;;;;;;
01286;Parves et Nattages;389,0;971,0;23651,0;;;;;;;;;;;;;;;;;;;;;;;;
01288;Péron;885,0;2264,0;35575,6;50,3;;;;;;;;;;93,1;88,5;3,0;1,7;13,3;6,9;1,0;0,5;0,2;0,2;-14,3;14455,0;71947,9;5,0
01289;Péronnas;2618,0;5973,0;22209,7;62,9;7,1;;;;;;;;15,6;65,6;58,5;2,7;4,3;36,3;11,2;3,6;1,8;0,9;0,9;-16,7;13477,7;38290,0;2,8
01290;Pérouges;519,0;1225,5;25274,5;;;;;;;;;;;;;;;;;;;;;;;;
01291;Perrex;326,0;842,0;21748,0;;;;;;;;;;;;;;;;;;;;;;;;
01293;Peyriat;61,0;154,0;25360,0;;;;;;;;;;;;;;;;;;;;;;;;
01294;Peyrieu;334,0;797,5;21045,2;;;;;;;;;;;;;;;;;;;;;;;;
01295;Peyzieux-sur-Saône;219,0;670,5;21909,3;;;;;;;;;;;;;;;;;;;;;;;;
01296;Pirajoux;153,0;377,0;20697,2;;;;;;;;;;;;;;;;;;;;;;;;
01297;Pizay;292,0;814,0;24404,7;;;;;;;;;;;;;;;;;;;;;;;;
01298;Plagne;54,0;131,5;26252,0;;;;;;;;;;;;;;;;;;;;;;;;
01299;Le Plantay;180,0;495,0;21418,1;;;;;;;;;;;;;;;;;;;;;;;;
01301;Polliat;1048,0;2535,0;23016,7;68,8;;;;;;;;;;74,4;66,8;2,1;5,5;29,1;10,3;2,8;1,9;0,4;0,6;-16,6;14486,2;36864,0;2,5
01302;Pollieu;72,0;162,0;26027,0;;;;;;;;;;;;;;;;;;;;;;;;
01303;Poncin;743,0;1690,0;19758,9;;;;;;;;;;;;;;;;;;;;;;;;
01304;Pont-d'Ain;1103,0;2753,5;20879,3;53,9;11,2;;;;;;;;;74,5;66,0;3,0;5,5;26,8;7,6;5,5;3,0;1,3;1,2;-14,4;11982,4;32993,0;2,8
01305;Pont-de-Vaux;1050,0;2040,0;18714,4;49,3;13,0;;;;;;;;19,5;62,5;54,1;3,1;5,3;32,0;14,1;6,1;2,1;2,0;2,0;-14,7;11683,2;31856,7;2,7
01306;Pont-de-Veyle;703,0;1446,0;18705,5;;;;;;;;;;;;;;;;;;;;;;;;
01307;Port;382,0;880,5;20469,3;;;;;;;;;;;;;;;;;;;;;;;;
01308;Pougny;276,0;662,5;35657,3;;;;;;;;;;;;;;;;;;;;;;;;
01309;Pouillat;;;;;;;;;;;;;;;;;;;;;;;;;;;
01310;Prémeyzel;52,0;136,5;20676,3;;;;;;;;;;;;;;;;;;;;;;;;
01311;Prémillieu;;;;;;;;;;;;;;;;;;;;;;;;;;;
01313;Prévessin-Moëns;2667,0;6929,5;38874,1;50,8;13,0;;;16,1;15,8;;;9,9;17,8;88,7;84,0;2,3;2,3;17,8;8,7;1,1;0,5;0,3;0,3;-16,3;9468,6;91598,5;9,7
01314;Priay;672,0;1696,5;21926,3;;;;;;;;;;;;;;;;;;;;;;;;
01316;Pugieu;69,0;154,0;20347,3;;;;;;;;;;;;;;;;;;;;;;;;
01317;Ramasse;131,0;318,5;21846,4;;;;;;;;;;;;;;;;;;;;;;;;
01318;Rancé;232,0;709,0;24825,0;;;;;;;;;;;;;;;;;;;;;;;;
01319;Relevant;177,0;469,5;22740,0;;;;;;;;;;;;;;;;;;;;;;;;
01320;Replonges;1494,0;3738,5;22291,3;64,5;6,7;;;;;;;;;72,7;66,8;2,5;3,5;28,0;11,3;3,6;2,2;0,6;0,7;-15,6;13633,0;35059,5;2,6
01321;Revonnas;343,0;930,0;24308,3;;;;;;;;;;;;;;;;;;;;;;;;
01322;Reyrieux;1612,0;4507,5;26222,4;72,7;;;;;;;;;;80,2;72,1;3,0;5,1;23,4;13,1;2,5;1,8;0,3;0,4;-19,2;15637,3;44371,3;2,8
01323;Reyssouze;392,0;951,5;20232,3;;;;;;;;;;;;;;;;;;;;;;;;
01325;Rignieux-le-Franc;378,0;1017,5;23443,3;;;;;;;;;;;;;;;;;;;;;;;;
01328;Romans;178,0;476,5;22554,5;;;;;;;;;;;;;;;;;;;;;;;;
01329;Rossillon;75,0;132,0;18781,3;;;;;;;;;;;;;;;;;;;;;;;;
01330;Ruffieu;77,0;181,0;21344,7;;;;;;;;;;;;;;;;;;;;;;;;
01331;Saint-Alban;75,0;184,5;20863,0;;;;;;;;;;;;;;;;;;;;;;;;
01332;Saint-André-de-Bâgé;276,0;751,5;21489,5;;;;;;;;;;;;;;;;;;;;;;;;
01333;Saint-André-de-Corcy;1328,0;3338,0;23807,5;69,1;;;;;;;;;;78,4;72,5;2,6;3,4;26,2;8,3;3,1;2,0;0,5;0,6;-16,0;14198,5;37655,6;2,7
01334;Saint-André-d'Huiriat;221,0;596,5;22541,3;;;;;;;;;;;;;;;;;;;;;;;;
01335;Saint-André-le-Bouchoux;131,0;368,0;21265,2;;;;;;;;;;;;;;;;;;;;;;;;
01336;Saint-André-sur-Vieux-Jonc;462,0;1158,5;21531,0;;;;;;;;;;;;;;;;;;;;;;;;
01337;Saint-Bénigne;503,0;1259,5;21204,7;;;;;;;;;;;;;;;;;;;;;;;;
01338;Groslée-Saint-Benoit;493,0;1208,0;21097,4;;;;;;;;;;;;;;;;;;;;;;;;
01339;Saint-Bernard;536,0;1425,0;27855,0;;;;;;;;;;;;;;;;;;;;;;;;
01341;Saint-Champ;61,0;130,0;23222,5;;;;;;;;;;;;;;;;;;;;;;;;
01342;Sainte-Croix;185,0;555,0;24644,4;;;;;;;;;;;;;;;;;;;;;;;;
01343;Saint-Cyr-sur-Menthon;678,0;1771,0;21180,8;;;;;;;;;;;;;;;;;;;;;;;;
01344;Saint-Denis-lès-Bourg;2483,0;5941,0;23388,9;68,9;6,5;;;;;;;;16,8;67,7;61,1;2,0;4,6;35,0;11,2;3,5;1,9;0,8;0,8;-17,4;13758,8;39491,5;2,9
01345;Saint-Denis-en-Bugey;954,0;2297,0;20901,1;57,1;9,8;;;;;;;;;68,8;63,5;3,1;2,2;32,8;8,8;4,2;2,4;0,8;1,0;-14,6;12440,0;33270,5;2,7
01346;Saint-Didier-d'Aussiat;346,0;886,5;20772,2;;;;;;;;;;;;;;;;;;;;;;;;
01347;Saint-Didier-de-Formans;740,0;2025,5;25566,4;71,8;;;;;;;;;;79,0;70,0;2,5;6,5;23,0;13,9;2,5;1,7;0,4;0,4;-18,4;15571,7;43286,0;2,8
01348;Saint-Didier-sur-Chalaronne;1130,0;2756,5;21043,9;55,7;9,3;;;;;;;;;72,6;64,3;2,7;5,6;28,9;8,8;4,5;2,4;1,0;1,0;-14,8;12612,0;32612,0;2,6
01349;Saint-Éloi;179,0;482,0;25537,5;;;;;;;;;;;;;;;;;;;;;;;;
01350;Saint-Étienne-du-Bois;1031,0;2464,0;21882,2;62,9;;;;;;;;;;70,3;64,2;1,9;4,1;30,6;11,5;3,3;2,0;0,6;0,7;-15,7;14123,5;33507,3;2,4
01351;Saint-Étienne-sur-Chalaronne;567,0;1534,0;21136,7;;;;;;;;;;;;;;;;;;;;;;;;
01352;Saint-Étienne-sur-Reyssouze;225,0;553,0;19804,0;;;;;;;;;;;;;;;;;;;;;;;;
01353;Sainte-Euphémie;578,0;1676,5;24995,2;;;;;;;;;;;;;;;;;;;;;;;;
01354;Saint-Genis-Pouilly;3642,0;9017,5;28995,6;42,3;17,3;;16,3;19,9;19,8;;;10,6;25,2;87,9;83,3;2,8;1,7;17,5;7,3;2,2;0,9;0,6;0,7;-14,9;9148,1;70027,0;7,7
01355;Saint-Genis-sur-Menthon;195,0;468,0;21680,0;;;;;;;;;;;;;;;;;;;;;;;;
01356;Saint-Georges-sur-Renon;74,0;214,5;23160,7;;;;;;;;;;;;;;;;;;;;;;;;
01357;Saint-Germain-de-Joux;204,0;469,5;18919,7;;;;;;;;;;;;;;;;;;;;;;;;
01358;Saint-Germain-les-Paroisses;185,0;443,0;20990,8;;;;;;;;;;;;;;;;;;;;;;;;
01359;Saint-Germain-sur-Renon;93,0;242,5;23408,0;;;;;;;;;;;;;;;;;;;;;;;;
01360;Saint-Jean-de-Gonville;595,0;1475,0;37381,9;;;;;;;;;;;;;;;;;;;;;;;;
01361;Saint-Jean-de-Niost;550,0;1487,5;25744,2;;;;;;;;;;;;;;;;;;;;;;;;
01362;Saint-Jean-de-Thurigneux;279,0;775,5;25203,9;;;;;;;;;;;;;;;;;;;;;;;;
01363;Saint-Jean-le-Vieux;726,0;1731,5;21899,2;;;;;;;;;;;;;;;;;;;;;;;;
01364;Saint-Jean-sur-Reyssouze;314,0;722,5;20862,7;;;;;;;;;;;;;;;;;;;;;;;;
01365;Saint-Jean-sur-Veyle;442,0;1161,0;21118,6;;;;;;;;;;;;;;;;;;;;;;;;
01366;Sainte-Julie;358,0;1009,5;22917,0;;;;;;;;;;;;;;;;;;;;;;;;
01367;Saint-Julien-sur-Reyssouze;281,0;658,5;20099,4;;;;;;;;;;;;;;;;;;;;;;;;
01368;Saint-Julien-sur-Veyle;289,0;786,5;21323,3;;;;;;;;;;;;;;;;;;;;;;;;
01369;Saint-Just;362,0;935,0;24092,7;;;;;;;;;;;;;;;;;;;;;;;;
01370;Saint-Laurent-sur-Saône;866,0;1525,0;18446,0;;;;;;;;;;;;;;;;;;;;;;;;
01371;Saint-Marcel;473,0;1280,5;21993,8;;;;;;;;;;;;;;;;;;;;;;;;
01372;Saint-Martin-de-Bavel;168,0;406,5;22240,6;;;;;;;;;;;;;;;;;;;;;;;;
01373;Saint-Martin-du-Frêne;422,0;1041,5;21608,5;;;;;;;;;;;;;;;;;;;;;;;;
01374;Saint-Martin-du-Mont;735,0;1808,0;22881,7;;;;;;;;;;;;;;;;;;;;;;;;
01375;Saint-Martin-le-Châtel;310,0;840,5;21627,1;;;;;;;;;;;;;;;;;;;;;;;;
01376;Saint-Maurice-de-Beynost;1527,0;3939,0;21128,7;58,5;10,7;;;;;;;;20,0;75,0;67,3;3,5;4,2;25,5;9,5;5,2;2,7;1,3;1,2;-15,2;11859,5;34727,7;2,9
01378;Saint-Maurice-de-Gourdans;973,0;2617,5;25037,5;71,2;;;;;;;;;;83,6;75,5;2,3;5,7;20,6;10,2;2,9;2,1;0,5;0,4;-17,3;15445,2;39225,3;2,5
01379;Saint-Maurice-de-Rémens;290,0;766,5;20301,0;;;;;;;;;;;;;;;;;;;;;;;;
01380;Saint-Nizier-le-Bouchoux;277,0;632,0;20246,2;;;;;;;;;;;;;;;;;;;;;;;;
01381;Saint-Nizier-le-Désert;328,0;929,5;21483,0;;;;;;;;;;;;;;;;;;;;;;;;
01382;Sainte-Olive;105,0;276,5;25384,2;;;;;;;;;;;;;;;;;;;;;;;;
01383;Saint-Paul-de-Varax;567,0;1449,5;20854,4;;;;;;;;;;;;;;;;;;;;;;;;
01384;Saint-Rambert-en-Bugey;936,0;2056,5;18106,1;45,4;19,5;;;;;;;;31,6;68,5;59,0;4,2;5,3;29,4;6,6;8,0;3,2;2,5;2,3;-12,5;9149,6;28054,5;3,1
01385;Saint-Rémy;402,0;1036,0;23821,9;;;;;;;;;;;;;;;;;;;;;;;;
01386;Saint-Sorlin-en-Bugey;467,0;1124,0;24088,7;;;;;;;;;;;;;;;;;;;;;;;;
01387;Saint-Sulpice;82,0;229,5;20844,5;;;;;;;;;;;;;;;;;;;;;;;;
01388;Saint-Trivier-de-Courtes;475,0;969,0;19143,3;;;;;;;;;;;;;;;;;;;;;;;;
01389;Saint-Trivier-sur-Moignans;695,0;1790,5;21260,0;;;;;;;;;;;;;;;;;;;;;;;;
01390;Saint-Vulbas;437,0;1122,5;22036,4;;;;;;;;;;;;;;;;;;;;;;;;
01391;Salavre;133,0;287,5;22016,0;;;;;;;;;;;;;;;;;;;;;;;;
01392;Samognat;251,0;712,0;23173,6;;;;;;;;;;;;;;;;;;;;;;;;
01393;Sandrans;194,0;528,0;21795,0;;;;;;;;;;;;;;;;;;;;;;;;
01396;Sault-Brénaz;425,0;948,0;18738,0;;;;;;;;;;;;;;;;;;;;;;;;
01397;Sauverny;354,0;875,0;37788,1;;;;;;;;;;;;;;;;;;;;;;;;
01398;Savigneux;497,0;1352,5;23342,0;;;;;;;;;;;;;;;;;;;;;;;;
01399;Ségny;665,0;1730,5;37644,7;;;;;;;;;;;;;;;;;;;;;;;;
01400;Seillonnaz;66,0;140,5;20995,2;;;;;;;;;;;;;;;;;;;;;;;;
01401;Sergy;688,0;1785,0;41321,2;;;;;;;;;;;;;;;;;;;;;;;;
01402;Sermoyer;297,0;698,5;19424,8;;;;;;;;;;;;;;;;;;;;;;;;
01403;Serrières-de-Briord;530,0;1258,0;20574,8;;;;;;;;;;;;;;;;;;;;;;;;
01404;Serrières-sur-Ain;69,0;129,0;24436,7;;;;;;;;;;;;;;;;;;;;;;;;
01405;Servas;474,0;1212,5;20474,7;;;;;;;;;;;;;;;;;;;;;;;;
01406;Servignat;72,0;165,0;19351,0;;;;;;;;;;;;;;;;;;;;;;;;
01407;Seyssel;425,0;911,5;21450,4;;;;;;;;;;;;;;;;;;;;;;;;
01408;Simandre-sur-Suran;276,0;671,0;21206,0;;;;;;;;;;;;;;;;;;;;;;;;
01410;Sonthonnax-la-Montagne;130,0;341,0;23384,2;;;;;;;;;;;;;;;;;;;;;;;;
01411;Souclin;120,0;270,0;20500,5;;;;;;;;;;;;;;;;;;;;;;;;
01412;Sulignat;218,0;591,0;21802,2;;;;;;;;;;;;;;;;;;;;;;;;
01413;Surjoux;;;;;;;;;;;;;;;;;;;;;;;;;;;
01414;Sutrieu;102,0;241,0;21858,3;;;;;;;;;;;;;;;;;;;;;;;;
01415;Talissieu;198,0;419,0;20596,7;;;;;;;;;;;;;;;;;;;;;;;;
01416;Tenay;447,0;991,5;17703,0;;;;;;;;;;;;;;;;;;;;;;;;
01417;Thézillieu;143,0;309,5;19901,9;;;;;;;;;;;;;;;;;;;;;;;;
01418;Thil;385,0;1142,0;27890,4;;;;;;;;;;;;;;;;;;;;;;;;
01419;Thoiry;2035,0;5251,0;34371,1;51,4;13,5;;;15,1;17,4;;;11,7;18,2;86,9;82,1;2,7;2,2;17,9;9,5;1,1;0,5;0,3;0,3;-15,4;9386,2;76406,0;8,1
01420;Thoissey;727,0;1449,5;17878,3;;;;;;;;;;;;;;;;;;;;;;;;
01421;Torcieu;327,0;779,0;21374,0;;;;;;;;;;;;;;;;;;;;;;;;
01422;Tossiat;548,0;1380,0;23812,0;;;;;;;;;;;;;;;;;;;;;;;;
01423;Toussieux;331,0;946,0;24804,8;;;;;;;;;;;;;;;;;;;;;;;;
01424;Tramoyes;620,0;1756,0;27225,5;;;;;;;;;;;;;;;;;;;;;;;;
01425;La Tranclière;114,0;288,0;22150,7;;;;;;;;;;;;;;;;;;;;;;;;
01426;Val-Revermont;1024,0;2492,5;21331,9;57,3;8,2;;;;;;;;;76,7;65,2;3,1;8,4;27,1;8,0;3,9;2,3;0,7;0,8;-15,7;12831,5;34656,7;2,7
01427;Trévoux;2719,0;6617,0;21035,2;57,0;12,6;;14,4;12,8;;;;;21,6;78,1;70,7;3,7;3,7;23,7;8,8;5,3;2,7;1,2;1,5;-15,9;11545,0;36406,7;3,2
01428;Valeins;45,0;129,5;23389,3;;;;;;;;;;;;;;;;;;;;;;;;
01429;Vandeins;256,0;692,0;21256,3;;;;;;;;;;;;;;;;;;;;;;;;
